frame_name,gt_name,width,height,time_sec,gflops,e1,ns1,streak_area,percentage_streak_area,psnr_db,ssim
frame_000405.png,frame_000000.png,1280,720,1.334200,8.725018,0.680964,0.016049,0.165858,16.585829,23.768617,0.895053
frame_000406.png,frame_000000.png,1280,720,1.318636,8.725018,0.667017,0.019044,0.158175,15.817491,22.847692,0.895739
frame_000407.png,frame_000000.png,1280,720,1.335582,8.725018,0.674389,0.019795,0.160212,16.021159,22.964881,0.892405
frame_000408.png,frame_000000.png,1280,720,1.351990,8.725018,0.668033,0.021127,0.157810,15.781033,22.639124,0.893846
frame_000409.png,frame_000000.png,1280,720,1.333490,8.725018,0.665618,0.021917,0.154906,15.490560,22.222173,0.894034
frame_000410.png,frame_000000.png,1280,720,1.321107,8.725018,0.660939,0.020166,0.153889,15.388889,22.992799,0.895852
frame_000411.png,frame_000000.png,1280,720,1.317733,8.725018,0.666925,0.019701,0.158222,15.822157,23.370224,0.898224
frame_000412.png,frame_000000.png,1280,720,1.303733,8.725018,0.669689,0.018751,0.158161,15.816081,23.681891,0.899991
frame_000413.png,frame_000000.png,1280,720,161.862117,8.725018,0.731581,0.017739,0.237984,23.798394,24.128585,0.905098
frame_000414.png,frame_000000.png,1280,720,1.326613,8.725018,0.651497,0.017776,0.145484,14.548394,23.807424,0.904276
frame_000415.png,frame_000000.png,1280,720,1.627302,8.725018,0.662923,0.017835,0.150098,15.009766,23.607601,0.900345
frame_000416.png,frame_000000.png,1280,720,1.382149,8.725018,0.660209,0.017074,0.150426,15.042643,23.660196,0.900712
frame_000417.png,frame_000000.png,1280,720,1.299074,8.725018,0.663131,0.016117,0.151317,15.131727,23.709359,0.904108
frame_000418.png,frame_000000.png,1280,720,1.299787,8.725018,0.645891,0.014508,0.140630,14.063043,24.064069,0.908450
frame_000419.png,frame_000000.png,1280,720,1.327428,8.725018,0.658604,0.013974,0.147836,14.783637,24.133865,0.908159
frame_000420.png,frame_000000.png,1280,720,161.824775,8.725018,0.729244,0.012138,0.232688,23.268772,24.554101,0.912363
frame_000421.png,frame_000000.png,1280,720,1.383620,8.725018,0.657220,0.012674,0.144080,14.407986,24.168071,0.912265
frame_000422.png,frame_000000.png,1280,720,157.933736,8.725018,0.712663,0.010691,0.215831,21.583116,24.924831,0.918486
